,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179
0,0.7628713,0.78668547,0.769217,0.76876235,0.77360487,0.7666147,0.7704366,0.76489383,0.78034025,0.76115036,0.75938183,0.7335902,2.7354286e-06,4.0311807e-05,0.0017721016,0.01420141,0.027834268,0.028380034,0.010345496,0.0055490457,0.021677513,0.024082547,0.02009224,0.022480931,0.012982061,0.00857278,0.0072255298,0.010566625,0.02106296,0.04748996,0.039046705,0.013121302,0.00998034,0.017785361,0.03640564,0.021292202,0.0038485315,0.003041768,0.0067273634,0.017526187,0.012885017,0.0024003228,0.00079704495,0.00088086724,0.0007935814,0.0004102219,0.00022083247,0.00017380051,0.00026372538,0.00041540718,0.00080376875,0.00082698616,0.0006164313,0.00040287818,0.00023552155,0.00046844594,0.0016844769,0.0013575589,0.0012435397,0.0024741618,0.003953568,0.0037737216,0.0013974376,0.0005055816,0.000446624,0.0008325633,0.00066742534,0.00042845221,0.00066244806,0.0008611865,0.0008096012,0.0007410095,0.0009893521,0.00094147265,0.0007821311,0.00052766234,0.00044498185,0.00037081874,0.00019812617,0.00071385474,0.0012613107,0.0003720922,5.3392436e-05,7.726198e-05,0.00013410879,9.419168e-05,0.00013341288,0.00011538404,0.00026615057,0.0007104737,0.000507993,0.0006798816,0.0004822643,0.0002629407,0.00015697922,8.25172e-05,9.836337e-05,9.076159e-05,9.6100855e-05,0.00012126929,0.00018440562,0.00017090932,0.00025260632,0.00025556964,0.0004134032,0.000313708,0.00041954848,0.00011309814,5.8755195e-05,2.3183751e-05,9.646853e-06,1.9064624e-05,1.1595078e-05,3.67698e-05,3.7213555e-05,5.268681e-05,3.77813e-05,8.943575e-05,7.8144054e-05,4.369556e-05,6.421878e-05,3.6118614e-05,2.4398123e-05,2.4414036e-05,2.9385741e-05,3.9656552e-05,2.7459257e-05,1.9775425e-05,1.5257479e-05,1.0722162e-05,8.040475e-06,6.1474493e-06,4.523171e-06,4.2009115e-06,3.9992965e-06,4.570292e-06,4.779904e-06,7.0991628e-06,4.6688247e-06,3.0111692e-06,-726.2172,68.54142,3.2933977,12.2053,5.5102777,13.667408,-2.9838283,3.0980291,-3.3108134,-1.5643841,-7.8616524,-2.1242816,2.849204,-2.6678064,0.95902014,1.6281663,-2.736689,0.25424105,2.6753771,-1.7611657,-1.8864743,-0.97562,-0.37943736,0.40027285,-3.0440438,-2.901258,-0.10924806,-0.86356527,-3.3332694,-1.9784652,0.4570815,-1.3991096,-2.9268556,0.013956722,-0.49073377,-0.57090545,0.040399242,-1.2072176,-1.5949816,-1.4364874
1,0.7474169,0.78169304,0.7747629,0.75551337,0.7708255,0.78345543,0.75427,0.74857986,0.7669225,0.7688144,0.7721588,0.74474573,3.2438022e-06,5.2613213e-05,0.0018455132,0.012002287,0.035768323,0.048971303,0.015894448,0.0040118475,0.014581846,0.030426942,0.039714143,0.038065284,0.013276862,0.0059403027,0.006224705,0.013338925,0.029100375,0.048656482,0.041649617,0.018404536,0.011155474,0.010279206,0.018685337,0.025743,0.014269342,0.003109094,0.0022309,0.008476063,0.020532606,0.013401522,0.0028141649,0.00047834628,0.00034455716,0.0004994073,0.00046195913,0.00022618128,0.00017420856,0.000245413,0.0005294561,0.0005624663,0.0007968252,0.00094014785,0.00053781597,0.00025162566,0.0004160976,0.0014607037,0.004097362,0.005418658,0.0028689208,0.0018406968,0.0022764315,0.0012720951,0.0008164655,0.00063799403,0.00040954142,0.0012112617,0.001071568,0.0004877409,0.0007717184,0.00064527686,0.0010762521,0.0012662142,0.00036254295,0.00033764789,0.00060856564,0.0004183072,0.000102669015,0.00027424318,0.0005329415,0.00014035261,5.3365908e-05,0.00011192872,0.00013516816,8.027895e-05,0.000112665,7.904854e-05,0.00020278117,0.000273457,0.00018793716,0.0004906731,0.0004766492,0.0003959981,0.0001899211,9.1218455e-05,0.00010503443,6.415838e-05,6.750264e-05,8.86592e-05,0.00011989358,0.00016075946,0.00019360389,0.00025161754,0.00020042993,0.00032152436,0.00037686585,0.000335109,0.00013481449,5.7607365e-05,1.9323916e-05,1.2696356e-05,1.7574279e-05,3.45173e-05,7.866081e-05,6.533231e-05,4.8645423e-05,2.8504699e-05,3.5078418e-05,5.2130534e-05,6.455694e-05,2.6218358e-05,2.1753485e-05,2.3062898e-05,2.308546e-05,2.3452327e-05,3.3643086e-05,3.2795764e-05,2.4979354e-05,1.5837455e-05,1.563092e-05,7.083127e-06,4.851397e-06,5.390632e-06,3.5550293e-06,4.415093e-06,7.1170048e-06,6.951173e-06,4.5620277e-06,3.9596775e-06,-719.1283,70.20157,1.168397,13.122543,7.83695,14.411292,-4.1113596,4.468973,-3.5393667,-3.6586072,-7.648504,-1.4770775,3.031821,-2.4618676,0.5947344,0.9784503,-2.8361645,0.073815525,1.759312,-2.0631857,-2.3056278,-0.66225374,-0.9478812,0.49746618,-1.6925769,-3.4717655,-0.2692754,-0.77677816,-4.0910745,-1.2800432,0.2754601,-2.5214698,-2.9876728,0.4097349,-0.48418432,-1.3983909,0.25520346,-0.9849785,-2.0930607,-1.040791
2,0.7671319,0.78834677,0.7856534,0.7865791,0.7776437,0.7556379,0.761176,0.7523332,0.77445215,0.74374133,0.7197984,0.7233755,4.6808773e-06,5.0170063e-05,0.0015829648,0.014808969,0.037992135,0.038928293,0.008621735,0.0068041207,0.024240237,0.02873395,0.046901453,0.040039428,0.016454984,0.012008169,0.0073850956,0.016365126,0.04364253,0.045727067,0.02349812,0.009431665,0.019077351,0.051788583,0.051927112,0.01344651,0.0036459747,0.03446722,0.064799875,0.039733354,0.02309372,0.0042106407,0.0011769627,0.002027674,0.0012728822,0.0019310074,0.0018160613,0.0006105435,0.00070944475,0.00065608055,0.00056745514,0.0004761414,0.000501104,0.0010231541,0.0016491706,0.0011956461,0.0022078888,0.0034123503,0.01045377,0.017489318,0.009844061,0.0030563793,0.0021551417,0.0020579072,0.0010335428,0.00063172606,0.0010260151,0.0013508719,0.00075503805,0.0011710259,0.00075772667,0.0004748342,0.0010156585,0.0006754614,0.00040800325,0.00029226474,0.00013099104,0.00013009265,0.00014035778,0.00013435166,0.00015238753,0.00024089936,0.00015341316,0.00012851009,0.00014058276,0.00010206058,0.00011468866,0.0001357017,0.00028964368,0.00038462135,0.00043885532,0.00059118343,0.0004914294,0.00014416222,0.00010160403,6.1822626e-05,6.347105e-05,4.9112365e-05,4.8856105e-05,8.505932e-05,9.845343e-05,0.00014110161,0.00023793058,0.00044295794,0.00050549535,0.00056991813,0.0004018551,0.00020446602,0.00011494218,0.0001179046,7.090541e-05,5.465703e-05,9.592749e-05,0.000113030146,0.00031130292,0.0003723056,0.00024686498,0.00040241148,0.0007755533,0.0006380629,0.00031765114,0.0002278574,0.0001675983,0.00011758574,8.605668e-05,0.00011658881,6.808647e-05,0.00011620796,0.000114190014,0.0001114693,6.795513e-05,4.1927284e-05,2.352815e-05,3.0760955e-05,2.6735732e-05,2.3564931e-05,1.7592929e-05,1.7966373e-05,1.3056818e-05,8.658984e-06,-714.9957,69.68935,3.9245636,11.92419,6.4217234,11.011614,-2.8781028,4.5095577,-4.476109,-2.6715493,-7.4992833,-2.9622657,1.8734846,-2.912889,0.52569175,1.3727965,-2.3648312,-2.0204954,1.6025525,-1.5617238,-3.720789,-1.8949177,0.3738067,1.2185684,-2.7771025,-2.725419,-0.8127443,-0.5070557,-2.857712,-1.1507949,-0.002119232,-0.90915155,-3.0459557,-0.37329432,-0.8491452,-0.9221047,-0.17031977,-1.1444225,-1.7256124,-1.4505606
3,0.7655562,0.7608091,0.7548141,0.7736209,0.79759705,0.78569704,0.7541999,0.7613428,0.7423558,0.7252345,0.7424052,0.765174,3.9728043e-06,4.936514e-05,0.002982297,0.01985173,0.050160248,0.04501776,0.006760974,0.0047854097,0.016564606,0.024962053,0.02924137,0.016252417,0.0068625594,0.008990765,0.01582329,0.025517268,0.048146583,0.029046392,0.017026825,0.018204093,0.01602858,0.042811982,0.041700993,0.0104819285,0.0018850775,0.011156899,0.05770465,0.061627977,0.030274138,0.0045714634,0.001170835,0.0047335215,0.007863659,0.0038086916,0.0008053834,0.0001715226,0.00043820456,0.002077572,0.0029174078,0.0019534763,0.00082526816,0.0005271356,0.0008481841,0.00088979927,0.0011325801,0.0014641386,0.0033548283,0.009716537,0.008965631,0.003314831,0.0029889857,0.002822592,0.0025805712,0.0016943682,0.0007656417,0.0007519909,0.0008651773,0.001125549,0.0014535513,0.0005684766,0.00075128995,0.00086791633,0.0004834537,0.00047038795,0.00019354807,7.44413e-05,7.0918446e-05,8.91455e-05,0.00012197749,9.379961e-05,5.9327398e-05,4.955072e-05,7.909605e-05,8.494183e-05,9.350576e-05,0.00012376225,0.00020337198,0.00026737823,0.00031474172,0.00055202085,0.0011141956,0.000906806,0.00017132792,0.000100595855,7.460164e-05,7.830646e-05,4.965854e-05,6.912292e-05,7.284646e-05,0.00011806605,0.00020719762,0.00027182823,0.00028819262,0.0002983751,0.00042098537,0.00043711351,0.00034031717,0.00014602445,0.00012937264,0.00012802072,0.00013330822,0.00013223344,0.00010795153,0.00040994489,0.00045753215,0.00041184868,0.00035015165,0.0003427382,0.00017212985,0.00016677269,0.00013267684,0.00014055577,0.00010801695,0.00016454993,0.00015213204,8.4440326e-05,5.135243e-05,5.340351e-05,5.2503867e-05,2.194686e-05,1.534394e-05,1.30590015e-05,2.270673e-05,3.2050102e-05,3.2304044e-05,1.9153578e-05,2.2063903e-05,2.3747989e-05,-710.9753,67.56489,5.7822404,13.230726,6.190846,12.628252,-1.6751692,5.6574936,-4.9506335,-3.4775455,-7.416558,-1.9370043,2.2715254,-0.6112552,0.17463188,1.3954357,-2.3914657,-0.66533786,1.7429572,-0.49506843,-3.0143745,-0.97913355,0.5346141,0.26846278,-2.365178,-2.670341,-1.3975948,-0.043934073,-2.1590412,-1.5748216,-0.40380615,-1.3296506,-2.5134048,-0.19027606,-0.64594895,-0.5539187,0.45929867,-1.5800847,-1.6476822,-1.5095106
4,0.7066214,0.75137824,0.76577735,0.7545974,0.7591121,0.77033186,0.7555942,0.7418549,0.75005054,0.75568396,0.77504426,0.7272075,3.2144565e-06,3.0384073e-05,0.00059995,0.007127584,0.017933402,0.026365837,0.015785769,0.0033687367,0.010576804,0.017889014,0.0142568955,0.014531308,0.019978954,0.00873795,0.0034873802,0.003581447,0.008011336,0.012044348,0.0195737,0.01904328,0.005322149,0.001866027,0.0018252559,0.007418618,0.010821328,0.002741325,0.0006465482,0.0005475278,0.002821769,0.005032098,0.0025328964,0.0006633524,0.00025011823,0.00027932276,0.000319293,0.00015090252,9.492411e-05,6.7178764e-05,0.0001688119,0.0001854358,0.00019498116,0.00039401723,0.00021449878,0.00010052859,0.00018012506,0.00022352987,0.0006385043,0.0014253817,0.000980475,0.0002748292,0.0001337433,0.0003581578,0.00074706046,0.00032538958,8.0504455e-05,0.0003297687,0.00041716968,9.567523e-05,0.0002505517,0.00095677795,0.0005533077,0.00013941053,0.00018213206,0.00023830662,0.0002321113,0.00016819553,0.0003197464,0.0008914431,0.00034425853,6.6546185e-05,9.110516e-05,5.568128e-05,6.062351e-05,6.21698e-05,0.00010438867,9.4656505e-05,0.00012740008,0.00014687884,0.00015034637,0.00037134875,0.00022768325,0.00014692469,0.00013456229,4.7590038e-05,4.9513525e-05,2.0866502e-05,1.4270726e-05,1.1549495e-05,1.3664769e-05,1.729728e-05,2.8018761e-05,3.2362255e-05,4.903844e-05,5.9766873e-05,8.28895e-05,7.74646e-05,5.9609716e-05,2.7255803e-05,7.4610307e-06,5.992573e-06,6.571949e-06,1.3837319e-05,1.3542131e-05,2.450601e-05,1.9805759e-05,1.8259334e-05,4.6828678e-05,3.078705e-05,3.350542e-05,2.1304157e-05,2.9290148e-05,2.764405e-05,4.8222184e-05,4.8767193e-05,5.233682e-05,3.947007e-05,3.662693e-05,3.3932523e-05,1.494475e-05,6.7019137e-06,6.92243e-06,5.2803944e-06,6.1927626e-06,5.6272447e-06,6.4027045e-06,4.9614428e-06,6.521174e-06,6.5409963e-06,-759.92175,75.78352,6.0236053,14.557394,6.4541883,14.631508,-3.0045512,4.6209702,-5.200015,-0.70743,-7.7902875,-3.5649483,2.18097,-1.8324066,-0.3502733,0.82926047,-2.523554,-0.6612525,2.9179914,-1.9391867,-3.0332396,-0.29330757,-0.24490725,-0.54066634,-2.9568312,-2.1041048,-1.4002062,-0.9253891,-3.722793,-1.9921645,0.20646289,-2.1885817,-2.8355007,0.46374577,-1.0191672,-1.4114406,0.35043326,-1.5198916,-1.2501122,-0.6138516
5,0.9992194,1.0,0.9931072,0.9934674,0.98771065,0.9821934,0.97796005,0.97880757,0.98501307,0.98849684,0.99221,0.9931429,1.12264344e-13,1.1226353e-13,1.1226222e-13,1.1226039e-13,1.12258e-13,1.12255135e-13,1.1225168e-13,1.12247756e-13,1.1224329e-13,1.12238276e-13,1.1223275e-13,1.1222671e-13,1.1222014e-13,1.1221306e-13,1.1220542e-13,1.1219728e-13,1.12188586e-13,1.1217941e-13,1.12169666e-13,1.12159434e-13,1.1214864e-13,1.12137343e-13,1.12125526e-13,1.1211318e-13,1.1210032e-13,1.120869e-13,1.1207298e-13,1.12058535e-13,1.1204356e-13,1.1202807e-13,1.1201208e-13,1.11995516e-13,1.1197847e-13,1.1196087e-13,1.1194275e-13,1.1192412e-13,1.1190497e-13,1.11885294e-13,1.11865093e-13,1.1184437e-13,1.1182312e-13,1.1144391e-13,1.0990768e-13,1.130042e-13,1.1643255e-13,1.11361366e-13,1.10500896e-13,1.0952589e-13,1.08447756e-13,1.100142e-13,1.22249e-13,1.0631479e-13,1.04845406e-13,1.2186893e-13,1.0661688e-13,1.09054984e-13,1.1681907e-13,1.0469533e-13,1.1772924e-13,1.0698989e-13,1.1129205e-13,1.1441461e-13,1.0682472e-13,1.1089586e-13,1.1513705e-13,1.0908143e-13,1.0987284e-13,1.10402505e-13,1.10691614e-13,1.1076009e-13,1.1062648e-13,1.1030816e-13,1.0982136e-13,1.0918127e-13,1.10328976e-13,1.1223343e-13,1.0742491e-13,1.10420286e-13,1.0973613e-13,1.0910343e-13,1.0845891e-13,1.1104399e-13,1.07647405e-13,1.08277726e-13,1.0864865e-13,1.09114717e-13,1.0806173e-13,1.08705674e-13,1.0795283e-13,1.073131e-13,1.06530785e-13,1.0814864e-13,1.0647994e-13,1.0697331e-13,1.0536204e-13,1.07485344e-13,1.0547958e-13,1.0532324e-13,1.0510917e-13,1.0469457e-13,1.04097435e-13,1.05246066e-13,1.0292856e-13,1.0361617e-13,1.02215294e-13,1.0318816e-13,1.01758195e-13,1.01322034e-13,1.00784025e-13,1.0057608e-13,1.00026615e-13,9.872393e-14,9.912206e-14,9.785647e-14,9.7231095e-14,9.659679e-14,9.576498e-14,9.521348e-14,9.433976e-14,9.3490984e-14,9.2511746e-14,9.173283e-14,9.07497e-14,8.958304e-14,8.904755e-14,8.746875e-14,8.6568285e-14,8.5454064e-14,-1131.3708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.7226658,0.73879033,0.78107804,0.78443766,0.78101915,0.76171166,0.7599346,0.7267488,0.7369584,0.73891824,0.7496544,0.74646074,4.2921024e-06,6.455335e-05,0.003744517,0.03461941,0.05144727,0.013204653,0.0016040215,0.008314979,0.035814553,0.040943008,0.013083218,0.0046469965,0.0064825583,0.012565461,0.017279187,0.01036414,0.011717847,0.011796365,0.009413711,0.012113276,0.013422276,0.013368627,0.021667868,0.017030869,0.010769722,0.014894378,0.016456079,0.024398003,0.019902924,0.007573434,0.0062572556,0.00720583,0.002297894,0.0005780108,0.00058989204,0.0011140829,0.0014852402,0.0011545079,0.0007172725,0.0006050607,0.001179989,0.0009694223,0.0004723934,0.0006807507,0.003055934,0.004711952,0.0064799865,0.008173869,0.009167026,0.003988092,0.002159536,0.0020675436,0.0023132197,0.001474674,0.0010771692,0.0010856298,0.0010490615,0.0009970005,0.00086937915,0.0005607843,0.0006296944,0.0008074258,0.0005175025,0.0009761523,0.00049238343,0.00017740588,0.00016290213,5.8927322e-05,6.758081e-05,5.6581306e-05,4.447209e-05,7.737792e-05,5.6119596e-05,7.1723945e-05,6.0862774e-05,0.00013315279,0.00023469959,0.0002715924,0.0003131829,0.0004259014,0.00025781375,0.00038697151,0.00040950344,0.0001859684,9.590616e-05,4.798576e-05,3.4647433e-05,4.2824406e-05,3.1505035e-05,4.264791e-05,6.10479e-05,6.6771514e-05,9.244899e-05,0.00015282647,0.0001804698,0.00017110337,0.00013004449,8.7262124e-05,3.7542715e-05,3.5231133e-05,4.9528946e-05,8.217611e-05,0.00012421784,0.0003833249,0.0008823685,0.0024958479,0.0020794605,0.001065949,0.0005917815,0.0004123136,0.00025957328,0.00015198656,0.00014207543,0.00014489627,0.00021306428,0.00017377007,0.00015676938,0.000119981465,7.170726e-05,3.7130165e-05,3.5758378e-05,5.085896e-05,2.089775e-05,2.7241464e-05,2.00853e-05,1.6782029e-05,1.1229386e-05,6.6575267e-06,-733.5249,81.58986,4.8633575,14.423686,5.2676888,13.96856,-3.0856166,7.1732454,-4.8214383,-0.9674487,-6.2504735,-3.8666399,3.3255188,-1.6680715,1.9813907,0.965025,-2.9701674,0.92509615,2.6618714,-2.686702,-4.0897026,-1.1427792,-0.041476034,0.63960415,-4.437098,-1.978665,-1.6683791,-0.12961586,-2.6481974,-1.7407796,-0.24314989,-1.4994992,-3.4421825,1.0794884,-1.8406905,-1.1412957,-0.54689205,-1.8944058,-1.67383,-0.97683465
7,0.72887087,0.75736225,0.77134717,0.76154345,0.7543015,0.7491793,0.7459885,0.7483353,0.7661184,0.7491664,0.75744116,0.7384003,6.7434e-06,6.790146e-05,0.0027704218,0.03920414,0.069549516,0.016602376,0.0018535978,0.008089711,0.04586109,0.054588143,0.015172266,0.003200063,0.00564266,0.0127491765,0.017621044,0.009540322,0.0076474827,0.013714916,0.0153793,0.024161914,0.031661376,0.019180335,0.03231078,0.031334057,0.023986576,0.026664365,0.022719774,0.02286224,0.013248612,0.0046107364,0.0015514946,0.0013846663,0.00096681743,0.00075745245,0.0006970428,0.0006956585,0.0011138932,0.00064042374,0.00035414635,0.00040240778,0.0007929801,0.0009953163,0.00061033847,0.00042306294,0.0014194176,0.0031680556,0.0046540014,0.0056532584,0.0059870803,0.0047290446,0.0019262565,0.0011924735,0.0013284456,0.0016840299,0.0011579163,0.00095865724,0.00047488374,0.0004640784,0.0006859621,0.00047743786,0.00034423935,0.0005338555,0.00071910507,0.00063896296,0.00016218192,0.00012734854,0.00019709955,7.161792e-05,0.000107032414,6.154194e-05,3.9679988e-05,6.9665286e-05,5.0942625e-05,8.7121916e-05,5.7729354e-05,0.000115099974,0.00015443082,0.0001865542,0.00026733679,0.00039621512,0.00032706064,0.00047521014,0.00020971429,7.80097e-05,5.1042254e-05,3.590148e-05,3.2898166e-05,4.06673e-05,4.163247e-05,6.825648e-05,7.71033e-05,8.8961315e-05,0.00012732318,0.000117012736,0.00011754338,0.00017836207,0.00018803317,5.368289e-05,3.715889e-05,2.5936677e-05,3.2845386e-05,5.4096552e-05,8.3650855e-05,0.0002498635,0.0002926751,0.00027999884,0.00048886397,0.00048581744,0.000291833,8.934012e-05,9.957845e-05,8.0282785e-05,7.7233424e-05,6.303938e-05,8.6859334e-05,8.774308e-05,7.4230666e-05,3.748497e-05,3.839573e-05,2.5333577e-05,2.310811e-05,1.5109785e-05,1.3109317e-05,1.5970103e-05,4.2333395e-05,2.385952e-05,1.4011823e-05,6.4328e-06,-728.363,82.324936,7.5005765,12.542464,6.788125,14.805659,-2.9095802,6.9378386,-4.84434,-1.8469232,-5.68771,-3.6666534,2.2403514,-1.4234434,1.2192734,1.1254897,-2.724321,0.41269568,2.7799659,-1.6963865,-3.6588929,-0.6342616,-0.37053522,0.9723827,-4.1021852,-2.825219,-1.5755265,-0.56038314,-1.8017431,-1.60203,-0.6359764,-0.91452146,-2.7520134,0.36075655,-1.9869834,-1.1664826,-0.42687818,-2.1698256,-1.7610769,-0.407193
8,0.72354335,0.7542427,0.7896442,0.7795274,0.7780381,0.78578943,0.796424,0.7788358,0.75455946,0.726577,0.74407846,0.75380355,4.889176e-06,5.8707108e-05,0.0058246753,0.028174968,0.023432931,0.004129146,0.0010547016,0.0052835606,0.011980054,0.015014256,0.00497427,0.004346992,0.004501795,0.0072009023,0.010681379,0.0041225813,0.0042671533,0.002543378,0.0037629472,0.009244694,0.007294611,0.002940707,0.0023294268,0.0030263343,0.0021843293,0.00090466155,0.0010682333,0.0027903607,0.0026687093,0.0008757027,0.0005775017,0.0012172909,0.0009874055,0.0004000801,0.00018207492,0.00010705133,0.00014884393,0.00015535457,0.00017445938,0.00015988945,0.00028737288,0.00047916346,0.00035195725,0.00015864118,0.00018885064,0.0003861623,0.00070058974,0.00067881617,0.0004622543,0.00022461453,0.0001804637,0.00014725827,9.40994e-05,0.00023900726,0.00021597967,0.00012273007,0.00012949004,0.00019585919,0.00014524322,6.87208e-05,0.00015002988,0.00016227463,0.00010726065,0.00018424813,0.00020639498,0.00018507746,5.613782e-05,0.00022413074,0.00013346883,3.612387e-05,3.7572383e-05,2.421779e-05,5.590943e-05,4.6779518e-05,4.809771e-05,5.71866e-05,9.0084905e-05,0.00012864462,0.0001429267,0.00017571312,6.109844e-05,3.7721362e-05,2.7857239e-05,2.3905903e-05,2.8847582e-05,1.9782272e-05,7.5682938e-06,1.1705501e-05,1.4791097e-05,1.3947982e-05,1.6967819e-05,2.3508734e-05,3.456895e-05,5.5712862e-05,4.041054e-05,2.4031571e-05,8.404002e-06,4.6914843e-06,2.4356289e-06,2.5100028e-06,2.23051e-06,5.194391e-06,7.7660425e-06,1.5622638e-05,2.2814389e-05,3.2409906e-05,3.3841585e-05,3.0260238e-05,1.8629633e-05,1.0589194e-05,2.0056925e-05,8.663399e-06,1.5968526e-05,1.693981e-05,1.6593043e-05,7.513432e-06,8.628571e-06,9.888486e-06,5.072945e-06,2.8575328e-06,2.3943433e-06,2.7816407e-06,2.9965906e-06,3.2118369e-06,3.8048986e-06,3.3517322e-06,3.2075807e-06,2.7309825e-06,-771.62524,83.32755,9.759607,14.268046,6.201726,16.020977,-2.8468983,4.47025,-5.536262,0.8787948,-5.3482485,-3.029556,2.3405733,0.6652834,1.3866221,-0.02284267,-2.4285932,0.2481956,2.2790198,-1.0718266,-0.17045929,-2.293886,0.008647349,2.5945902,-3.9040556,-2.8804717,-0.22999476,-0.6346881,-3.327101,-1.5811126,0.17730476,-1.4821044,-1.4364228,0.69877553,-1.6221272,-0.7385669,-0.63427764,-1.8994281,-2.5306487,-2.0102646
9,0.7201019,0.72345847,0.7477486,0.75743663,0.7766436,0.77632725,0.7861409,0.7578872,0.7547131,0.7241707,0.7148464,0.7256277,3.4234665e-06,4.3535445e-05,0.0025295592,0.017239586,0.030061387,0.017342256,0.0017880157,0.0024616467,0.009257188,0.012451378,0.017942738,0.009125891,0.0029949786,0.0032712861,0.003792591,0.0137940785,0.027834736,0.008757001,0.0018579814,0.0026823364,0.0040476765,0.0047767158,0.0031052378,0.0015192676,0.0017728112,0.003441966,0.0021260274,0.0011451136,0.0011984933,0.0016225799,0.001234136,0.0007828867,0.00040357135,0.00032271488,0.00025666624,0.0001538826,0.00016223645,0.00018147565,0.00029902533,0.00031488435,0.0003545659,0.00030045712,0.00022985213,0.00020191389,0.00038483893,0.00047011292,0.0004980834,0.0004256862,0.00032158007,0.00027807575,0.00039613651,0.00018896353,0.00016454146,0.00049474725,0.00025925264,0.000118932294,0.00029108877,0.00036163355,0.00015872941,0.00013033247,0.00031435557,0.0002296751,0.00012044123,0.00023556517,0.00018052454,0.000107947046,8.30722e-05,0.000102808786,6.8387366e-05,2.2977623e-05,2.413248e-05,2.5949952e-05,2.7967644e-05,2.9927576e-05,1.998047e-05,5.5630167e-05,8.320061e-05,8.423459e-05,9.601601e-05,7.785604e-05,8.813563e-05,4.864354e-05,4.1604726e-05,2.8972692e-05,2.6048263e-05,1.7830069e-05,9.94323e-06,9.418425e-06,1.3660578e-05,1.6146947e-05,1.6118216e-05,1.5913778e-05,2.1006323e-05,3.625392e-05,3.7168607e-05,2.4998699e-05,1.4949414e-05,9.208564e-06,4.5677148e-06,4.9731216e-06,7.206627e-06,9.125122e-06,1.0388842e-05,2.1652957e-05,3.5529505e-05,3.5942263e-05,7.213276e-05,7.5473996e-05,0.00011034321,9.584552e-05,8.576408e-05,5.603958e-05,0.00010175946,9.6145515e-05,5.3945096e-05,7.545649e-05,3.1894375e-05,2.8516337e-05,2.0735422e-05,1.156667e-05,8.697006e-06,4.0963414e-06,6.510049e-06,7.825241e-06,9.29944e-06,1.3360905e-05,8.604004e-06,3.5228747e-06,-733.9896,82.99157,3.796794,13.411559,3.1084962,16.039553,-5.652945,5.5606713,-7.840987,-1.1772105,-5.7287865,-4.109694,3.882382,-1.0434911,1.0040572,-1.4276097,-2.603616,-0.43864205,1.8452337,-2.6793857,-1.474066,-1.8256137,-0.25426897,1.7353026,-4.238995,-2.1476488,-0.5318237,-0.10767622,-3.4672792,-1.6796228,-0.3943631,-2.1952236,-2.358054,-0.2694985,-0.910776,-0.97108704,-1.1833144,-2.2724655,-2.1504445,-2.1373334
